source_file,dataset_name,task,model,horizon,requested_horizon_seconds,realized_horizon_mean_seconds,panel_median_seconds,classification_deadband,active_max_flat_seconds,n_rows_total,n_train_task,n_val_task,n_test_task,n_features,n_constant_dropped,constant_cols,cv_best_mae,train_mae,train_rmse,train_r2,train_sign_acc,train_corr,val_mae,val_rmse,val_r2,val_sign_acc,val_corr,test_mae,test_rmse,test_r2,test_sign_acc,test_corr,best_params,fit_seconds,error,is_best_for_horizon_regression,saved_model_path_regression,saved_pred_path_regression,cv_best_pr_auc,train_acc,train_bal_acc,train_f1,train_pr_auc,val_acc,val_bal_acc,val_f1,val_pr_auc,test_acc,test_bal_acc,test_f1,test_pr_auc,is_best_for_horizon_classification,saved_model_path_classification,saved_pred_path_classification
KXNBAGAME-26MAR07GSWOKC-GSW-features.parquet,KXNBAGAME-26MAR07GSWOKC-GSW,classification,hist_gb_clf,5s,5.0,5.0,0.1,0.0,30.0,68219,47753,10232,10234,21,0,[],,,,,,,,,,,,,,,,,"{""model__learning_rate"": 0.05, ""model__max_depth"": 6, ""model__max_leaf_nodes"": 15, ""model__min_samples_leaf"": 20}",1.0576229095458984,,,,,0.34348997710405077,0.8722593344920738,0.6668338343519665,0.49259690567293296,0.7407949908772665,0.7935887412040656,0.506185101203156,0.027624309392265192,0.4243370792505264,0.7485831541919094,0.5451872307324754,0.1936696960200564,0.48072440016556334,1.0,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/models/mixed_tasks_active_5s/KXNBAGAME-26MAR07GSWOKC-GSW-5s-classification-hist_gb_clf.joblib,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/results/mixed_tasks_active_5s/predictions/KXNBAGAME-26MAR07GSWOKC-GSW-5s-classification-best-preds.parquet
KXNBAGAME-26MAR07GSWOKC-OKC-features.parquet,KXNBAGAME-26MAR07GSWOKC-OKC,classification,logreg_clf,5s,5.0,5.0,0.1,0.0,30.0,58479,40935,8771,8773,21,0,[],,,,,,,,,,,,,,,,,"{""model__C"": 0.1}",0.250091552734375,,,,,0.32956989830053296,0.7041895688286307,0.7108507345205393,0.43576720562881505,0.35108835763773183,0.6304868316041501,0.6371481025133798,0.4620746887966805,0.37781364474247453,0.7309928188760971,0.6194269838181302,0.4326923076923077,0.49124917129097995,1.0,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/models/mixed_tasks_active_5s/KXNBAGAME-26MAR07GSWOKC-OKC-5s-classification-logreg_clf.joblib,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/results/mixed_tasks_active_5s/predictions/KXNBAGAME-26MAR07GSWOKC-OKC-5s-classification-best-preds.parquet
KXNBAGAME-26MAR07LACMEM-LAC-features.parquet,KXNBAGAME-26MAR07LACMEM-LAC,classification,logreg_clf,5s,5.0,5.0,0.1,0.0,30.0,74963,52474,11244,11245,21,0,[],,,,,,,,,,,,,,,,,"{""model__C"": 0.1}",0.3189420700073242,,,,,0.4150555831883513,0.6899797995197622,0.6862010319937631,0.48174577891048104,0.44382793695040623,0.7454642475987193,0.5840225274710444,0.3390300230946882,0.4365784857793303,0.5630057803468208,0.586705039152791,0.5787037037037037,0.525727919186109,1.0,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/models/mixed_tasks_active_5s/KXNBAGAME-26MAR07LACMEM-LAC-5s-classification-logreg_clf.joblib,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/results/mixed_tasks_active_5s/predictions/KXNBAGAME-26MAR07LACMEM-LAC-5s-classification-best-preds.parquet
KXNBAGAME-26MAR07LACMEM-MEM-features.parquet,KXNBAGAME-26MAR07LACMEM-MEM,classification,logreg_clf,5s,5.0,5.0,0.1,0.0,30.0,75328,52729,11299,11300,21,0,[],,,,,,,,,,,,,,,,,"{""model__C"": 10.0}",0.3276090621948242,,,,,0.3460677492319686,0.6553319805040869,0.6586176037400691,0.4587527547799154,0.39402121067143336,0.6195238516682893,0.5917187397746,0.4439270469538223,0.41902946072762276,0.5249557522123893,0.574437744956109,0.5157856756269168,0.4123056764464278,1.0,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/models/mixed_tasks_active_5s/KXNBAGAME-26MAR07LACMEM-MEM-5s-classification-logreg_clf.joblib,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/results/mixed_tasks_active_5s/predictions/KXNBAGAME-26MAR07LACMEM-MEM-5s-classification-best-preds.parquet
KXNBAGAME-26MAR07UTAMIL-MIL-features.parquet,KXNBAGAME-26MAR07UTAMIL-MIL,classification,hist_gb_clf,5s,5.0,5.0,0.1,0.0,30.0,64356,45049,9653,9654,21,0,[],,,,,,,,,,,,,,,,,"{""model__learning_rate"": 0.05, ""model__max_depth"": 6, ""model__max_leaf_nodes"": 15, ""model__min_samples_leaf"": 20}",1.1088740825653076,,,,,0.3106137853166391,0.8648804634953051,0.6585517544737987,0.47710677776823296,0.7559018263445042,0.7372837459857039,0.6452470683475855,0.4716666666666667,0.47098005282849725,0.5468199709964782,0.5042458199759647,0.2650764320510667,0.22521988922722472,1.0,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/models/mixed_tasks_active_5s/KXNBAGAME-26MAR07UTAMIL-MIL-5s-classification-hist_gb_clf.joblib,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/results/mixed_tasks_active_5s/predictions/KXNBAGAME-26MAR07UTAMIL-MIL-5s-classification-best-preds.parquet
KXNBAGAME-26MAR07UTAMIL-UTA-features.parquet,KXNBAGAME-26MAR07UTAMIL-UTA,classification,hist_gb_clf,5s,5.0,5.0,0.1,0.0,30.0,66408,46485,9961,9962,21,0,[],,,,,,,,,,,,,,,,,"{""model__learning_rate"": 0.05, ""model__max_depth"": 6, ""model__max_leaf_nodes"": 15, ""model__min_samples_leaf"": 20}",1.0646641254425049,,,,,0.36569813827600006,0.853458104764978,0.6727012408989403,0.506448340820171,0.7520613994102597,0.673827928922799,0.5772448563196563,0.3376146788990826,0.2932495371498066,0.5850230877333868,0.5445028193074477,0.3542642924086223,0.2587374553361407,1.0,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/models/mixed_tasks_active_5s/KXNBAGAME-26MAR07UTAMIL-UTA-5s-classification-hist_gb_clf.joblib,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/results/mixed_tasks_active_5s/predictions/KXNBAGAME-26MAR07UTAMIL-UTA-5s-classification-best-preds.parquet
KXNBAGAME-26MAR10MEMPHI-MEM-features.parquet,KXNBAGAME-26MAR10MEMPHI-MEM,classification,logreg_clf,5s,5.0,5.010856348792774,0.1,0.0,30.0,74841,52388,11226,11227,21,0,[],,,,,,,,,,,,,,,,,"{""model__C"": 0.1}",0.2948141098022461,,,,,0.38125530468655217,0.6832862487592578,0.6864489762064772,0.48963395878191324,0.4485847826398919,0.5501514341706752,0.6395266229265069,0.4997027937388548,0.35139641861942283,0.39396098690656456,0.5827986813496786,0.3422273781902552,0.20708575690390985,1.0,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/models/mixed_tasks_active_5s/KXNBAGAME-26MAR10MEMPHI-MEM-5s-classification-logreg_clf.joblib,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/results/mixed_tasks_active_5s/predictions/KXNBAGAME-26MAR10MEMPHI-MEM-5s-classification-best-preds.parquet
KXNBAGAME-26MAR10MEMPHI-PHI-features.parquet,KXNBAGAME-26MAR10MEMPHI-PHI,classification,logreg_clf,5s,5.0,5.014356840812986,0.1,0.0,30.0,73310,51317,10996,10997,21,0,[],,,,,,,,,,,,,,,,,"{""model__C"": 0.1}",0.30768895149230957,,,,,0.4074670195559338,0.6987353118849504,0.6920532232992389,0.47163362952836635,0.4060704985932161,0.6907057111676973,0.6500576831590131,0.516147389386826,0.4549292955836508,0.5073201782304265,0.5715168480848483,0.5220536344389556,0.4111641260779947,1.0,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/models/mixed_tasks_active_5s/KXNBAGAME-26MAR10MEMPHI-PHI-5s-classification-logreg_clf.joblib,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/results/mixed_tasks_active_5s/predictions/KXNBAGAME-26MAR10MEMPHI-PHI-5s-classification-best-preds.parquet
KXNBAGAME-26MAR11CLEORL-CLE-features.parquet,KXNBAGAME-26MAR11CLEORL-CLE,classification,hist_gb_clf,5s,5.0,5.000024120464491,0.1,0.0,30.0,87063,60944,13059,13060,21,0,[],,,,,,,,,,,,,,,,,"{""model__learning_rate"": 0.1, ""model__max_depth"": 6, ""model__max_leaf_nodes"": 15, ""model__min_samples_leaf"": 20}",1.3123829364776611,,,,,0.3416870140052495,0.9133630874245209,0.7652059956764824,0.6693800876643707,0.8266418293299868,0.6611532276590857,0.5191065931673555,0.16994935284186832,0.45138224241357583,0.7356049004594181,0.5119567719841951,0.15595208995355658,0.25504557286549084,1.0,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/models/mixed_tasks_active_5s/KXNBAGAME-26MAR11CLEORL-CLE-5s-classification-hist_gb_clf.joblib,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/results/mixed_tasks_active_5s/predictions/KXNBAGAME-26MAR11CLEORL-CLE-5s-classification-best-preds.parquet
KXNBAGAME-26MAR11CLEORL-ORL-features.parquet,KXNBAGAME-26MAR11CLEORL-ORL,classification,hist_gb_clf,5s,5.0,5.000438498115916,0.1,0.0,30.0,89168,62417,13375,13376,21,0,[],,,,,,,,,,,,,,,,,"{""model__learning_rate"": 0.05, ""model__max_depth"": 6, ""model__max_leaf_nodes"": 31, ""model__min_samples_leaf"": 20}",1.5107638835906982,,,,,0.320283454158181,0.8987935978980085,0.7539169262439507,0.6525111392265801,0.8142045401059933,0.6536822429906542,0.5841864723200316,0.41322523435520647,0.4520809909065348,0.7116477272727273,0.5158703475562914,0.10239702117756574,0.4548664373990957,1.0,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/models/mixed_tasks_active_5s/KXNBAGAME-26MAR11CLEORL-ORL-5s-classification-hist_gb_clf.joblib,/Users/henrych/Desktop/Kalshi-Market-Prediction/data/results/mixed_tasks_active_5s/predictions/KXNBAGAME-26MAR11CLEORL-ORL-5s-classification-best-preds.parquet
